project,url,sha
Snowflake-Labs-geff-6caf935,https://github.com/Snowflake-Labs/geff,6caf935
SoftwareUnderstanding-inspect4py-585ceaa,https://github.com/SoftwareUnderstanding/inspect4py,585ceaa
SokratisStudent-csca5028-final-dcc4f50,https://github.com/SokratisStudent/csca5028-final,dcc4f50
SpockBotMC-SpockBot-f899115,https://github.com/SpockBotMC/SpockBot,f899115
Steffen-Wolf-picasso_training-53d3dcf,https://github.com/Steffen-Wolf/picasso_training,53d3dcf
SudevShibu-prowler-s3-audit-f212e2d,https://github.com/SudevShibu/prowler-s3-audit,f212e2d
Sujit-O-pykg2vec-492807b,https://github.com/Sujit-O/pykg2vec,492807b
SunPSoftware-Cura-3-2-b0a673a,https://github.com/SunPSoftware/Cura-3-2,b0a673a
Suresoft-GLaDOS-bugscpp-be5cc48,https://github.com/Suresoft-GLaDOS/bugscpp,be5cc48
SysCV-qd-3dt-f2b1763,https://github.com/SysCV/qd-3dt,f2b1763
TAXIIProject-libtaxii-41f4133,https://github.com/TAXIIProject/libtaxii,41f4133
TaatiTeam-pose_sequence-b130dba,https://github.com/TaatiTeam/pose_sequence,b130dba
TachyonicProject-netrino-dcecbfa,https://github.com/TachyonicProject/netrino,dcecbfa
TachyonicProject-tutorials-71e57d3,https://github.com/TachyonicProject/tutorials,71e57d3
Team-P4RROT-P4RROT-10cc168,https://github.com/Team-P4RROT/P4RROT,10cc168
Temelio-ansible-role-flink-d55302c,https://github.com/Temelio/ansible-role-flink,d55302c
TestInABox-stackInABox-678af39,https://github.com/TestInABox/stackInABox,678af39
TestingLaboratory-rest-api-introduction-app-8a1038a,https://github.com/TestingLaboratory/rest-api-introduction-app,8a1038a
TheDataLeek-HadoopInspector-ae5c2f7,https://github.com/TheDataLeek/HadoopInspector,ae5c2f7
ThomasMGeo-CheckmateSample-8525af6,https://github.com/ThomasMGeo/CheckmateSample,8525af6
Thor77-MarkovPy-6546205,https://github.com/Thor77/MarkovPy,6546205
TkTech-pysimdjson-f68fc03,https://github.com/TkTech/pysimdjson,f68fc03
TrustyJAID-Blockchain-downloader-2782c08,https://github.com/TrustyJAID/Blockchain-downloader,2782c08
Tubaher-TrackEval-f792c20,https://github.com/Tubaher/TrackEval,f792c20
Tyler-Yates-bit-rot-checker-8a5de6d,https://github.com/Tyler-Yates/bit-rot-checker,8a5de6d
UCFSPS-event-horyzen-f7eb059,https://github.com/UCFSPS/event-horyzen,f7eb059
UCL-ARC-rsd-summerschool-55e0691,https://github.com/UCL-ARC/rsd-summerschool,55e0691
UIT-Together-EAES_m4c-9d7fdd6,https://github.com/UIT-Together/EAES_m4c,9d7fdd6
UIUCLibrary-HathiValidate-3fd9144,https://github.com/UIUCLibrary/HathiValidate,3fd9144
UMCUGenetics-clarity_epp-eebcbb6,https://github.com/UMCUGenetics/clarity_epp,eebcbb6
UniCryptoLab-UniPaymentClient.Python-1ae2ac4,https://github.com/UniCryptoLab/UniPaymentClient.Python,1ae2ac4
Unmanic-unmanic-925008e,https://github.com/Unmanic/unmanic,925008e
VICSES-python-viper-ff18c9d,https://github.com/VICSES/python-viper,ff18c9d
Vahe1994-SpQR-902abdb,https://github.com/Vahe1994/SpQR,902abdb
Vindhyaa-Saravanan-Vertex-Sports-Centre-Software-f40c50a,https://github.com/Vindhyaa-Saravanan/Vertex-Sports-Centre-Software,f40c50a
WIPACrepo-file_catalog-f85fb9f,https://github.com/WIPACrepo/file_catalog,f85fb9f
Willames-Jr-pygame-pokemon-a15bf14,https://github.com/Willames-Jr/pygame-pokemon,a15bf14
WilliamQLiu-python-examples-7311130,https://github.com/WilliamQLiu/python-examples,7311130
Wind-River-starlingx-config-96b92e5,https://github.com/Wind-River/starlingx-config,96b92e5
WindyLab-GenSwarm-96f2633,https://github.com/WindyLab/GenSwarm,96f2633
XTao-Technology-Anna-d5d6f65,https://github.com/XTao-Technology/Anna,d5d6f65
XUANTIE-RV-xuantie-yocto-97d9439,https://github.com/XUANTIE-RV/xuantie-yocto,97d9439
YeonwooSung-MLOps-54ad2e8,https://github.com/YeonwooSung/MLOps,54ad2e8
Yodo1Games-py-yodo1-064a5fc,https://github.com/Yodo1Games/py-yodo1,064a5fc
YoeDistro-poky-old-5127df1,https://github.com/YoeDistro/poky-old,5127df1
Yu-Group-imodels-experiments-a6f797d,https://github.com/Yu-Group/imodels-experiments,a6f797d
Zelenyy-advanced-python-ffafab7,https://github.com/Zelenyy/advanced-python,ffafab7
a-musing-moose-his-c905ca3,https://github.com/a-musing-moose/his,c905ca3
a0x8o-beam-c20455f,https://github.com/a0x8o/beam,c20455f
a0x8o-felix-fb431cc,https://github.com/a0x8o/felix,fb431cc
a0x8o-presto-6c63f48,https://github.com/a0x8o/presto,6c63f48
aaronlifshin-whysaurus-fde0564,https://github.com/aaronlifshin/whysaurus,fde0564
ab7289-tandon-nyu-csgy6953_DeepLearning_Midterm-e79a6d0,https://github.com/ab7289-tandon-nyu/csgy6953_DeepLearning_Midterm,e79a6d0
abdelhakim96-drone_code-d4a8f92,https://github.com/abdelhakim96/drone_code,d4a8f92
abdelrahman0w-ouro-4186a3f,https://github.com/abdelrahman0w/ouro,4186a3f
abhinav7sinha-python-chessx-eca6397,https://github.com/abhinav7sinha/python-chessx,eca6397
aboutcode-org-pip-requirements-parser-4d18bc1,https://github.com/aboutcode-org/pip-requirements-parser,4d18bc1
accodev-jovabot-80828ba,https://github.com/accodev/jovabot,80828ba
achuthrajula-SER516-pairprogramming-patil-8c8ed28,https://github.com/achuthrajula/SER516-pairprogramming-patil,8c8ed28
acsone-setuptools-odoo-9d892ee,https://github.com/acsone/setuptools-odoo,9d892ee
actonbp-abm-lead-emergence-16a2467,https://github.com/actonbp/abm-lead-emergence,16a2467
adafruit-Adafruit_CircuitPython_Requests-2db92cd,https://github.com/adafruit/Adafruit_CircuitPython_Requests,2db92cd
adam-phelps-enjambre-2877ae6,https://github.com/adam-phelps/enjambre,2877ae6
adamar-solutions-django-skeleton-d6f2692,https://github.com/adamar-solutions/django-skeleton,d6f2692
adamchainz-owela-club-388eb94,https://github.com/adamchainz/owela-club,388eb94
adamoutler-anycubic-homeassistant-8a5d931,https://github.com/adamoutler/anycubic-homeassistant,8a5d931
adityaiiitmk-DL-ALGORITHMS-4027dfe,https://github.com/adityaiiitmk/DL-ALGORITHMS,4027dfe
aerospaceresearch-orbitdeterminator-1aec891,https://github.com/aerospaceresearch/orbitdeterminator,1aec891
agaridata-agari-oss-public-4cd8c47,https://github.com/agaridata/agari-oss-public,4cd8c47
agoel00-polysemy-b71b656,https://github.com/agoel00/polysemy,b71b656
aidentified-llc-matching-api-cli-f8ac3fe,https://github.com/aidentified-llc/matching-api-cli,f8ac3fe
aidiss-opendatagovlt-9ec5c7c,https://github.com/aidiss/opendatagovlt,9ec5c7c
aio-libs-aiohttp-demos-835c37d,https://github.com/aio-libs/aiohttp-demos,835c37d
airwick989-Autonomous-Vehicle-Simulation-and-Testing-Bench-401c95f,https://github.com/airwick989/Autonomous-Vehicle-Simulation-and-Testing-Bench,401c95f
alan-turing-institute-defoe-d7d2a22,https://github.com/alan-turing-institute/defoe,d7d2a22
alecmori-taming_the_monster-f9d3ccc,https://github.com/alecmori/taming_the_monster,f9d3ccc
alefnula-tea-37ac77a,https://github.com/alefnula/tea,37ac77a
aleksandermajos-BIGAI-98ef04c,https://github.com/aleksandermajos/BIGAI,98ef04c
alemicheli-pyndex-40b47fc,https://github.com/alemicheli/pyndex,40b47fc
algorithmcardboard-grasp-lift-eeg-cat-dog-solution-updated-ee45bee,https://github.com/algorithmcardboard/grasp-lift-eeg-cat-dog-solution-updated,ee45bee
ali92hm-cookiecutter-pyproject-8808e7a,https://github.com/ali92hm/cookiecutter-pyproject,8808e7a
alibaba-AliOS-Things-Linux-Edition-a78f191,https://github.com/alibaba/AliOS-Things-Linux-Edition,a78f191
allenai-citeomatic-e1a0f88,https://github.com/allenai/citeomatic,e1a0f88
alliance-genome-agr_literature_service-f07d3e4,https://github.com/alliance-genome/agr_literature_service,f07d3e4
altnight-circleci2_test-7bb5df7,https://github.com/altnight/circleci2_test,7bb5df7
amenezes-async_metrics-51496cc,https://github.com/amenezes/async_metrics,51496cc
andersoncontreira-aws-lambda-chalice-skeleton-python-7b2f83c,https://github.com/andersoncontreira/aws-lambda-chalice-skeleton-python,7b2f83c
andestech-uboot-e4a35f7,https://github.com/andestech/uboot,e4a35f7
andgineer-hrcomparison-f1d661c,https://github.com/andgineer/hrcomparison,f1d661c
andgineer-joplin-bulker-baead4b,https://github.com/andgineer/joplin-bulker,baead4b
andir-mail2pr-8cdbc17,https://github.com/andir/mail2pr,8cdbc17
andreafrancia-python-kata-starter-067517c,https://github.com/andreafrancia/python-kata-starter,067517c
andreiw-uboot_jh7100-34e0434,https://github.com/andreiw/uboot_jh7100,34e0434
andresionek91-bootcamp-engenharia-de-dados-3969039,https://github.com/andresionek91/bootcamp-engenharia-de-dados,3969039
andrewharle-mongodb-c7b33ab,https://github.com/andrewharle/mongodb,c7b33ab
andy-maier-syslog2-e745830,https://github.com/andy-maier/syslog2,e745830
andy-z-ged4py-2270bd8,https://github.com/andy-z/ged4py,2270bd8
andylockran-heatmiserV3-5778f5b,https://github.com/andylockran/heatmiserV3,5778f5b
anglisano-crontab_py-1b33c57,https://github.com/anglisano/crontab_py,1b33c57
ansys-pyansys-tools-versioning-d713280,https://github.com/ansys/pyansys-tools-versioning,d713280
anthony-zhou-climate_code_conversion-96aac12,https://github.com/anthony-zhou/climate_code_conversion,96aac12
anushakuppahally-spotify-api-project-3975773,https://github.com/anushakuppahally/spotify-api-project,3975773
aoberoi-python-slackclient-remix-cbc5fb4,https://github.com/aoberoi/python-slackclient-remix,cbc5fb4
appleparan-template.py-d5d7f44,https://github.com/appleparan/template.py,d5d7f44
apragacz-django-rest-registration-2b77b4a,https://github.com/apragacz/django-rest-registration,2b77b4a
areed1192-sigma-coding-2726471,https://github.com/areed1192/sigma-coding,2726471
arm61-uravu-c41dca4,https://github.com/arm61/uravu,c41dca4
armalite-dbt-ai-1bf3aa3,https://github.com/armalite/dbt-ai,1bf3aa3
armandtvz-python-payfast-6c06242,https://github.com/armandtvz/python-payfast,6c06242
art-e-fact-text2sim-93d332d,https://github.com/art-e-fact/text2sim,93d332d
artefactual-automation-tools-4f73fa3,https://github.com/artefactual/automation-tools,4f73fa3
artisan-roaster-scope-artisan-279d381,https://github.com/artisan-roaster-scope/artisan,279d381
artyang-calico-2ff1514,https://github.com/artyang/calico,2ff1514
aschn-drf-tracking-ba980e7,https://github.com/aschn/drf-tracking,ba980e7
asifrahaman13-HackAI_Hack-230648-7711a7e,https://github.com/asifrahaman13/HackAI_Hack-230648,7711a7e
asluchenba15-openpilotMaxAccel-57103d7,https://github.com/asluchenba15/openpilotMaxAccel,57103d7
aspuru-guzik-group-atlas-a9cbbb7,https://github.com/aspuru-guzik-group/atlas,a9cbbb7
astorfi-LLM-Alignment-Project-9272fc8,https://github.com/astorfi/LLM-Alignment-Project,9272fc8
astroML-astroML-d7485a8,https://github.com/astroML/astroML,d7485a8
astrojuanlu-copier-kedro-880d56d,https://github.com/astrojuanlu/copier-kedro,880d56d
astrojuanlu-copier-pylib-77ce4ea,https://github.com/astrojuanlu/copier-pylib,77ce4ea
atcit-actpy-5bfbc0a,https://github.com/atcit/actpy,5bfbc0a
atom-sw-fauxpy-experiments-fd2d8fd,https://github.com/atom-sw/fauxpy-experiments,fd2d8fd
atomic6-org-ghg-feea44a,https://github.com/atomic6-org/ghg,feea44a
aturevich-zoomcamp_mlops_project-2820a1d,https://github.com/aturevich/zoomcamp_mlops_project,2820a1d
auth0-auth0-python-b9277de,https://github.com/auth0/auth0-python,b9277de
avneesh91-pynaive_chain-d622aef,https://github.com/avneesh91/pynaive_chain,d622aef
awegg-landroidcc-f7005f4,https://github.com/awegg/landroidcc,f7005f4
awemulya-kobo-predict-f302d08,https://github.com/awemulya/kobo-predict,f302d08
aws-deepracer-community-deepracer-simapp-2e3f962,https://github.com/aws-deepracer-community/deepracer-simapp,2e3f962
aws-samples-intelligent-shopping-assistant-0df8dec,https://github.com/aws-samples/intelligent-shopping-assistant,0df8dec
aws-samples-retail-demo-store-8e5c52b,https://github.com/aws-samples/retail-demo-store,8e5c52b
aws-samples-serverless-test-samples-1d9c44b,https://github.com/aws-samples/serverless-test-samples,1d9c44b
awslabs-aws-shell-74d95a7,https://github.com/awslabs/aws-shell,74d95a7
ayoub3bidi-mercury-bb95be1,https://github.com/ayoub3bidi/mercury,bb95be1
backtrackbaba-cowin-de876c2,https://github.com/backtrackbaba/cowin,de876c2
bakobako-pirate-weather-python-c80129b,https://github.com/bakobako/pirate-weather-python,c80129b
bastikr-boolean.py-228f005,https://github.com/bastikr/boolean.py,228f005
bbelderbos-payroll-e8e5d36,https://github.com/bbelderbos/payroll,e8e5d36
bbugyi200-vimala-07a0cd8,https://github.com/bbugyi200/vimala,07a0cd8
bchwtz-bchwtz-gateway-962bd48,https://github.com/bchwtz/bchwtz-gateway,962bd48
beagleboard-xuantie-yocto-595af87,https://github.com/beagleboard/xuantie-yocto,595af87
beiyuouo-fedtoy-19f722a,https://github.com/beiyuouo/fedtoy,19f722a
benayas1-benatools-1908a8d,https://github.com/benayas1/benatools,1908a8d
benbusby-whoogle-search-9bfdd88,https://github.com/benbusby/whoogle-search,9bfdd88
bentleymi-ChatGPT-4-Splunk-3354a41,https://github.com/bentleymi/ChatGPT-4-Splunk,3354a41
best-doctor-flake8-class-attributes-order-8f3ac55,https://github.com/best-doctor/flake8-class-attributes-order,8f3ac55
bfarr-rh-pytest-calculator-b0b01b2,https://github.com/bfarr-rh/pytest-calculator,b0b01b2
bhandariprerak-SE_hw2-a15ee42,https://github.com/bhandariprerak/SE_hw2,a15ee42
bhargavi1poyekar-fetch_goldbar-91592cd,https://github.com/bhargavi1poyekar/fetch_goldbar,91592cd
bionumpy-npstructures-e97b2b0,https://github.com/bionumpy/npstructures,e97b2b0
biopackathon-python-packaging-exercise-9dce2cc,https://github.com/biopackathon/python-packaging-exercise,9dce2cc
bitshares-python-bitshares-e39f658,https://github.com/bitshares/python-bitshares,e39f658
blackducksoftware-hub-rest-api-python-084b557,https://github.com/blackducksoftware/hub-rest-api-python,084b557
blainefreestone-vado-tecum-3efce9e,https://github.com/blainefreestone/vado-tecum,3efce9e
bloXroute-Labs-solana-trader-client-python-f8f3993,https://github.com/bloXroute-Labs/solana-trader-client-python,f8f3993
bo4e-BO4E-python-0841f83,https://github.com/bo4e/BO4E-python,0841f83
boardpack-cookiecutter-pyboardpack-f8e87f4,https://github.com/boardpack/cookiecutter-pyboardpack,f8e87f4
bolof2000-Rest-API-Automation-In-Python-a76dfc8,https://github.com/bolof2000/Rest-API-Automation-In-Python,a76dfc8
brandondube-prysm-b463d08,https://github.com/brandondube/prysm,b463d08
brews-bayfox-3af629b,https://github.com/brews/bayfox,3af629b
brews-baysparpy-37c4eec,https://github.com/brews/baysparpy,37c4eec
brews-baysplinepy-05a96da,https://github.com/brews/baysplinepy,05a96da
bright-tools-varints-1c74efc,https://github.com/bright-tools/varints,1c74efc
broadinstitute-gnomad-project-template-1f62551,https://github.com/broadinstitute/gnomad-project-template,1f62551
broadinstitute-varianteval-77d5aee,https://github.com/broadinstitute/varianteval,77d5aee
brunocampos01-encrypt-file-b0d96c0,https://github.com/brunocampos01/encrypt-file,b0d96c0
btc-ag-revengtools-d58680e,https://github.com/btc-ag/revengtools,d58680e
btcoolboy-ansible-7b161f2,https://github.com/btcoolboy/ansible,7b161f2
bugov-aiohttp-basicauth-middleware-483b401,https://github.com/bugov/aiohttp-basicauth-middleware,483b401
bulgemi-opbot-550df1d,https://github.com/bulgemi/opbot,550df1d
bundesAPI-autobahn-api-2db7a58,https://github.com/bundesAPI/autobahn-api,2db7a58
bwhmather-ssort-ca350f4,https://github.com/bwhmather/ssort,ca350f4
c04074rv-Audio-classification-8301a7c,https://github.com/c04074rv/Audio-classification,8301a7c
camillescott-shmlast-97ad4f3,https://github.com/camillescott/shmlast,97ad4f3
cangermueller-deepcpg-7f58da5,https://github.com/cangermueller/deepcpg,7f58da5
canonical-airbyte-k8s-operator-0d2c9bf,https://github.com/canonical/airbyte-k8s-operator,0d2c9bf
canonical-basic-auth-service-0d4e70e,https://github.com/canonical/basic-auth-service,0d4e70e
canyon289-PyTestforDataScience_PyDataLA-e2eec23,https://github.com/canyon289/PyTestforDataScience_PyDataLA,e2eec23
capivara-ai-milkqa-utils-3516863,https://github.com/capivara-ai/milkqa-utils,3516863
carlosnatalino-simple-flask-blog-9cafd86,https://github.com/carlosnatalino/simple-flask-blog,9cafd86
catchpoint-WebPageTest.agent-f0ee0ca,https://github.com/catchpoint/WebPageTest.agent,f0ee0ca
catid-supercharger-e89b95e,https://github.com/catid/supercharger,e89b95e
cds-snc-terraform-modules-f512163,https://github.com/cds-snc/terraform-modules,f512163
ceccopierangiolieugenio-pyTermTk-d69e032,https://github.com/ceccopierangiolieugenio/pyTermTk,d69e032
cedadev-cis-c207b4e,https://github.com/cedadev/cis,c207b4e
ceonlabs-arcan-nixos-asahi-3f5fbcc,https://github.com/ceonlabs/arcan-nixos-asahi,3f5fbcc
cerform-project-int-06ec95c,https://github.com/cerform/project-int,06ec95c
cern1710-inland-empire-1161a34,https://github.com/cern1710/inland-empire,1161a34
chanhosuh-bitcoin-monitor-acecfcf,https://github.com/chanhosuh/bitcoin-monitor,acecfcf
chazeon-revtex2docx-de08441,https://github.com/chazeon/revtex2docx,de08441
chilli-axe-mpc-autofill-06af85b,https://github.com/chilli-axe/mpc-autofill,06af85b
chipsalliance-f4pga-sdf-timing-ea99ca8,https://github.com/chipsalliance/f4pga-sdf-timing,ea99ca8
chmarti1-PYroMat-fba83f5,https://github.com/chmarti1/PYroMat,fba83f5
chriscave-mpl_ascii-6b51667,https://github.com/chriscave/mpl_ascii,6b51667
cifpfbmoll-ollivanders-in-a-docker-pau13-loop-0f9f258,https://github.com/cifpfbmoll/ollivanders-in-a-docker-pau13-loop,0f9f258
clamytoe-note-8a887db,https://github.com/clamytoe/note,8a887db
clay584-knex-1963d02,https://github.com/clay584/knex,1963d02
clbarnes-f_it-ba93aa7,https://github.com/clbarnes/f_it,ba93aa7
clchinkc-SecureEncoder-7b843c0,https://github.com/clchinkc/SecureEncoder,7b843c0
cle-b-niobium-b18e555,https://github.com/cle-b/niobium,b18e555
clintmadeit-clinttools-8c798a5,https://github.com/clintmadeit/clinttools,8c798a5
cloud-gov-uaa-bot-7a80d9b,https://github.com/cloud-gov/uaa-bot,7a80d9b
cloudbase-python-hnvclient-b019452,https://github.com/cloudbase/python-hnvclient,b019452
cmu-delphi-delphi-epidata-8746ff2,https://github.com/cmu-delphi/delphi-epidata,8746ff2
cmu-sei-juneberry-ccb5563,https://github.com/cmu-sei/juneberry,ccb5563
cocrawler-cocrawler-eaba13a,https://github.com/cocrawler/cocrawler,eaba13a
code-iai-openEASE-flask-25ec1b9,https://github.com/code-iai/openEASE-flask,25ec1b9
coderedcorp-cr-0bc9de6,https://github.com/coderedcorp/cr,0bc9de6
coinForRich-coin-for-rich-34a9d95,https://github.com/coinForRich/coin-for-rich,34a9d95
coinkite-BBQr-2e26d1d,https://github.com/coinkite/BBQr,2e26d1d
colin-mills-Daily-Debrief-notification-service-6e127be,https://github.com/colin-mills/Daily-Debrief-notification-service,6e127be
commons-stack-commons-simulator-39ea92c,https://github.com/commons-stack/commons-simulator,39ea92c
compatibl-convince-be45944,https://github.com/compatibl/convince,be45944
con-schneider-dlab-public-2d2372e,https://github.com/con-schneider/dlab-public,2d2372e
cordada-lib-pe-sunat-python-72c8522,https://github.com/cordada/lib-pe-sunat-python,72c8522
cornell-brg-hb-pytorch-084cf4d,https://github.com/cornell-brg/hb-pytorch,084cf4d
couchbaselabs-couch-formation-core-c2509cd,https://github.com/couchbaselabs/couch-formation-core,c2509cd
craftbeerpi-craftbeerpi4-988f19e,https://github.com/craftbeerpi/craftbeerpi4,988f19e
craftled-pynions-cdc2968,https://github.com/craftled/pynions,cdc2968
crchende-sysinfo-f80f2ca,https://github.com/crchende/sysinfo,f80f2ca
crmin-djangosecretkey-22a69f6,https://github.com/crmin/djangosecretkey,22a69f6
cs480-projects-cs480-projects.github.io-68952d9,https://github.com/cs480-projects/cs480-projects.github.io,68952d9
csci-arch-stibnite-6c78f94,https://github.com/csci-arch/stibnite,6c78f94
ctavolazzi-NovaSystem-d1ff679,https://github.com/ctavolazzi/NovaSystem,d1ff679
ctomkow-gluetube-cd9e9eb,https://github.com/ctomkow/gluetube,cd9e9eb
cunningr-dna_workflows-1fbd17d,https://github.com/cunningr/dna_workflows,1fbd17d
cwapi3d-cwmath-f8b6a28,https://github.com/cwapi3d/cwmath,f8b6a28
cyberark-conjur-api-python-32b3bbc,https://github.com/cyberark/conjur-api-python,32b3bbc
cylondata-gcylon-1ab8fa1,https://github.com/cylondata/gcylon,1ab8fa1
dabble-of-devops-bioanalyze-terraform-aws-batch-d3e3a92,https://github.com/dabble-of-devops-bioanalyze/terraform-aws-batch,d3e3a92
dang3r-nl-f0f70ef,https://github.com/dang3r/nl,f0f70ef
danpalmer-graphql-validate-d5d0aeb,https://github.com/danpalmer/graphql-validate,d5d0aeb
dapr-python-sdk-fe2ef4b,https://github.com/dapr/python-sdk,fe2ef4b
darchr-gem5-3655562,https://github.com/darchr/gem5,3655562
darkfeline-mir.dlsite-01af387,https://github.com/darkfeline/mir.dlsite,01af387
dart-neitro-xmltodict3-9424983,https://github.com/dart-neitro/xmltodict3,9424983
databendcloud-dbt-databend-798c733,https://github.com/databendcloud/dbt-databend,798c733
datalens-tech-datalens-backend-1d0ea6c,https://github.com/datalens-tech/datalens-backend,1d0ea6c
davidsbatista-BREDS-de29ec7,https://github.com/davidsbatista/BREDS,de29ec7
dawnbeen-c_formatter_42-410326f,https://github.com/dawnbeen/c_formatter_42,410326f
dazza-codes-conda_container-12108cd,https://github.com/dazza-codes/conda_container,12108cd
dbader-schedule-3eac646,https://github.com/dbader/schedule,3eac646
dbcli-athenacli-c9e4774,https://github.com/dbcli/athenacli,c9e4774
dbcli-pgcli-5001f94,https://github.com/dbcli/pgcli,5001f94
dbischof90-sdetools-b66435c,https://github.com/dbischof90/sdetools,b66435c
dealertrack-multinosetests-32fa46a,https://github.com/dealertrack/multinosetests,32fa46a
deepghs-felinewhisker-3a3c123,https://github.com/deepghs/felinewhisker,3a3c123
deepghs-netdriveurls-39bc891,https://github.com/deepghs/netdriveurls,39bc891
deepghs-skpick-918f48a,https://github.com/deepghs/skpick,918f48a
defoe-code-defoe-ac71346,https://github.com/defoe-code/defoe,ac71346
denisjackman-pyproject-3f30ed2,https://github.com/denisjackman/pyproject,3f30ed2
dereklarson-bento-dd2443e,https://github.com/dereklarson/bento,dd2443e
desihub-gfa_reduce-31cacd4,https://github.com/desihub/gfa_reduce,31cacd4
deufrai-als-d40903d,https://github.com/deufrai/als,d40903d
dev-at-rmfx-rmfx-resource-collector-c9736ef,https://github.com/dev-at-rmfx/rmfx-resource-collector,c9736ef
dev-mohitbeniwal-ark-466a6d0,https://github.com/dev-mohitbeniwal/ark,466a6d0
dfinity-ic-8b66241,https://github.com/dfinity/ic,8b66241
dgentry-mergeinator-b3ca697,https://github.com/dgentry/mergeinator,b3ca697
dgzlopes-cloud-detect-e8e8b05,https://github.com/dgzlopes/cloud-detect,e8e8b05
dhh1128-langkit-302339f,https://github.com/dhh1128/langkit,302339f
dhilipsiva-hostscli-cabf313,https://github.com/dhilipsiva/hostscli,cabf313
dhruvbalwada-sogos-19327cd,https://github.com/dhruvbalwada/sogos,19327cd
dib-lab-elvers-0e6e978,https://github.com/dib-lab/elvers,0e6e978
dice-group-palmetto-py-a5c1d4d,https://github.com/dice-group/palmetto-py,a5c1d4d
dicomsort-dicomsorter-4006917,https://github.com/dicomsort/dicomsorter,4006917
diego-hermida-ClimateChangeApp-576d49e,https://github.com/diego-hermida/ClimateChangeApp,576d49e
digi-embedded-u-boot-8b6b6d3,https://github.com/digi-embedded/u-boot,8b6b6d3
digital-chemistry-laboratory-morfeus-5dd16cf,https://github.com/digital-chemistry-laboratory/morfeus,5dd16cf
digitalocean-kubernetes-sample-apps-6d8ffb9,https://github.com/digitalocean/kubernetes-sample-apps,6d8ffb9
dineshkumar-v85-PX30-YoctoLayers-5c5e010,https://github.com/dineshkumar-v85/PX30-YoctoLayers,5c5e010
djdt-pewlib-d1ed57d,https://github.com/djdt/pewlib,d1ed57d
dm03514-func-y-task-engine-4ffda7c,https://github.com/dm03514/func-y-task-engine,4ffda7c
dmeoli-optiml-768a7ce,https://github.com/dmeoli/optiml,768a7ce
dmytrostriletskyi-accessify-6b7cf86,https://github.com/dmytrostriletskyi/accessify,6b7cf86
docToolchain-asciidoc-linter-cecee6e,https://github.com/docToolchain/asciidoc-linter,cecee6e
dod-advana-gamechanger-ml-b003061,https://github.com/dod-advana/gamechanger-ml,b003061
dominik-air-robot-path-optimization-db1af6f,https://github.com/dominik-air/robot-path-optimization,db1af6f
dominikwalk-importtime-output-wrapper-bac74fe,https://github.com/dominikwalk/importtime-output-wrapper,bac74fe
doutib-lobpredict-3e44376,https://github.com/doutib/lobpredict,3e44376
downingbots-RLDonkeycar-950cfec,https://github.com/downingbots/RLDonkeycar,950cfec
dpalmasan-TRUNAJOD2.0-b718cac,https://github.com/dpalmasan/TRUNAJOD2.0,b718cac
dropbox-pynsot-34a6deb,https://github.com/dropbox/pynsot,34a6deb
drrelyea-spgl1-a6a7446,https://github.com/drrelyea/spgl1,a6a7446
drunsinn-pyLSV2-d9fcb7f,https://github.com/drunsinn/pyLSV2,d9fcb7f
dssg-collate-30d051f,https://github.com/dssg/collate,30d051f
dsteinberger-scrapimdb-7c5fece,https://github.com/dsteinberger/scrapimdb,7c5fece
dsuprunov-python-statista-programming-challenge-e713a34,https://github.com/dsuprunov/python-statista-programming-challenge,e713a34
ducanhho2296-DeepAmenitySegmentation-b900443,https://github.com/ducanhho2296/DeepAmenitySegmentation,b900443
duffelhq-duffel-api-python-fad4344,https://github.com/duffelhq/duffel-api-python,fad4344
duo-labs-parliament-20784b7,https://github.com/duo-labs/parliament,20784b7
durableOne-orgmunge-abb3920,https://github.com/durableOne/orgmunge,abb3920
dvirfriedler-FastAPI-f02dbbf,https://github.com/dvirfriedler/FastAPI,f02dbbf
dymmond-esmerald-sessions-a9669b5,https://github.com/dymmond/esmerald-sessions,a9669b5
earny-joe-covid_disinfo_detect-722b07e,https://github.com/earny-joe/covid_disinfo_detect,722b07e
earthlab-streamstats-add39f2,https://github.com/earthlab/streamstats,add39f2
eclipse-velocitas-vehicle-app-python-sdk-cf7e2ff,https://github.com/eclipse-velocitas/vehicle-app-python-sdk,cf7e2ff
edf-re-powerflex_logging_utilities_py-e7a6d25,https://github.com/edf-re/powerflex_logging_utilities_py,e7a6d25
eerimoq-bincopy-cce6da4,https://github.com/eerimoq/bincopy,cce6da4
ejoerns-poky-nfsroot-f4ca31a,https://github.com/ejoerns/poky-nfsroot,f4ca31a
ekalinin-nodeenv-7ea0a48,https://github.com/ekalinin/nodeenv,7ea0a48
elbuco1-fen2pil-9dc64bc,https://github.com/elbuco1/fen2pil,9dc64bc
elifesciences-data-hub-ejp-xml-pipeline-85c69ba,https://github.com/elifesciences/data-hub-ejp-xml-pipeline,85c69ba
elifesciences-elife-bot-9df2b29,https://github.com/elifesciences/elife-bot,9df2b29
elijah-ward-TSO-610565a,https://github.com/elijah-ward/TSO,610565a
ellsphillips-govsic-3cb020c,https://github.com/ellsphillips/govsic,3cb020c
emirtuglu-Web-Application-Fuzzer-5ec1af0,https://github.com/emirtuglu/Web-Application-Fuzzer,5ec1af0
